# Archive/proxy
#	Ice core
#--------------------
# Contribution Date
#	Date: 2012-03-13 18:14:41
#--------------------
# Title
#	Study Name: GRIP  Ice core d18O
#--------------------
#	Investigators: 
#--------------------
# Description and Notes
#--------------------
# Publication
#	Citation: Vinther, B.M. and Jones, P.D. and Briffa, K.R. and Clausen, H.B. and Andersen, K.K. and Dahl-Jensen, D. and Johnsen, S.J.
#	Journal Name: Quaternary Science Reviews
#	Published Title: Climatic signals in multiple highly resolved stable isotope records from Greenland
#	Published Date: 2010
#	DOI: 10.1016/j.quascirev.2009.11.002
#	Abstract: 
#----------------------
#	Science Keywords: PAGES 2k Network, PAGES Arctic 2k, Arctic 2k, temperature, annual resolution
#-------------------- 
# Site Name
#	Region: Greenland
#	Country: 
#	Northmost Latitude: 72.58
# 	Southmost Latitude: 72.58
# 	Eastmost Longitute: -37.64
# 	Westmost Longitute: -37.64
# 	Elevation: 3230
#------------------
# Data Collection  
#	Core Name: GRIP
#	First Year: 1
#	Last Year: 1979
#	Time Unit: AD
#------------------
#  Searchable Controlled Keywords
#	>ice core>oxygen isotopes>delta 18O per mille 
#----------------
# Variables 
#	age_AD	Age (years AD)
#	d18OiceSMOW	delta18O ice (per mil SMOW)
# 
age_AD	d18OiceSMOW
297	-40.39
296	-38.13
295	-37.58
294	-38.88
293	-38.99
292	-37.03
291	-39.5
290	-37.44
289	-40.34
288	-38.3
287	-37.73
286	-37.33
285	-39.09
284	-35.51
283	-36.53
282	-36.07
281	-34.47
280	-35.32
279	-37.17
278	-38.95
277	-38.56
276	-36.13
275	-36.06
274	-39.07
273	-36.92
272	-37.36
271	-35.66
270	-38.16
269	-39.18
268	-36.52
267	-35.49
266	-40
265	-38.6
264	-39.65
263	-36.83
262	-36.3
261	-34.24
260	-35.88
259	-37.53
258	-40.67
257	-39.76
256	-37.38
255	-37.27
254	-38.42
253	-34.15
252	-37.21
251	-40
250	-38.28
249	-39.34
248	-36.68
247	-36.03
246	-35.6
245	-38.33
244	-37.54
243	-39.18
242	-37.04
241	-38.79
240	-38.99
239	-38.44
238	-36.83
237	-39.97
236	-36.52
235	-37.53
234	-36.65
233	-36.97
232	-37.41
231	-37.23
230	-38.75
229	-37.21
228	-39.28
227	-37.59
226	-38.27
225	-40.2
224	-37.31
223	-35.05
222	-37.16
221	-39.79
220	-39.69
219	-38.63
218	-38.93
217	-37.16
216	-38.68
215	-37.1
214	-37.32
213	-38.93
212	-39.04
211	-36.9
210	-38.18
209	-39
208	-38.06
207	-37.33
206	-36.89
205	-35.24
204	-37.21
203	-38.57
202	-36.35
201	-39.24
200	-35.02
199	-37.51
198	-37.41
197	-36.1
196	-37.65
195	-38.87
194	-37.96
193	-38.14
192	-38.26
191	-36.24
190	-38.29
189	-35.59
188	-37.02
187	-37.05
186	-38.18
185	-41.95
184	-37.18
183	-37.31
182	-40.13
181	-38.42
180	-39
179	-40.7
178	-35.41
177	-38.78
176	-37.05
175	-37
174	-39.77
173	-37.95
172	-38.46
171	-35.19
170	-39.18
169	-39.29
168	-40.8
167	-42.28
166	-38.98
165	-39.63
164	-40.21
163	-38.15
162	-36.89
161	-37.34
160	-38.71
159	-35.56
158	-38.1
157	-37.28
156	-36.05
155	-36.34
154	-39.73
153	-39.31
152	-34.4
151	-34.66
150	-35.37
149	-34.85
148	-39.28
147	-38.75
146	-38.27
145	-38.03
144	-35.91
143	-34.25
142	-36.13
141	-39.63
140	-38.29
139	-36.36
138	-36.08
137	-39.1
136	-37.14
135	-37.76
134	-36.29
133	-37.17
132	-37.43
131	-36.95
130	-37.94
129	-35.06
128	-35.04
127	-37.5
126	-39.69
125	-39.17
124	-39.07
123	-38.08
122	-38.08
121	-38.79
120	-36.37
119	-36.95
118	-36.72
117	-37.49
116	-37.65
115	-38.15
114	-37.08
113	-39.83
112	-36.44
111	-37.51
110	-35.27
109	-37.31
108	-38.08
107	-39.44
106	-37.09
105	-39.78
104	-36.67
103	-36.18
102	-36.3
101	-37.54
100	-33.53
99	-38.05
98	-38.9
97	-37.8
96	-39.35
95	-34.97
94	-36.6
93	-34.81
92	-40.01
91	-36.34
90	-38.32
89	-36.78
88	-36.6
87	-38.8
86	-35.92
85	-35.75
84	-36.3
83	-37.05
82	-36.97
81	-35.62
80	-39.03
79	-35.79
78	-35.93
77	-38.36
76	-37.37
75	-37.2
74	-36.41
73	-37.43
72	-35.99
71	-36.44
70	-35.79
69	-37.34
68	-37.73
67	-38.49
66	-36.68
65	-38.16
64	-36.2
63	-36.93
62	-36.97
61	-37.2
60	-33.83
59	-37.14
58	-38.25
57	-38.28
56	-40.16
55	-37.78
54	-36.5
53	-34.96
52	-36.39
51	-37.58
50	-37.91
49	-38.85
48	-36.38
47	-37.82
46	-41.12
45	-39.35
44	-37.5
43	-39.25
42	-36.23
41	-36.46
40	-35.52
39	-38.07
38	-35.98
37	-38.49
36	-37.48
35	-35.4
34	-33.7
33	-35.59
32	-36.86
31	-36.54
30	-36.92
29	-38.83
28	-35.16
27	-37.5
26	-40.34
25	-37.68
24	-37.24
23	-38.33
22	-36.09
21	-37.74
20	-35.9
19	-36.73
18	-40.21
17	-35.72
16	-38.93
15	-35.63
14	-37.4
13	-38.48
12	-38.21
11	-36.13
10	-36.06
9	-35.92
8	-38.22
7	-38.67
6	-35.93
5	-35.93
4	-39.44
3	-39.07
2	-39.33
1	-37.72
